Sequence Position in training data,,Customer ID# in market test database,"Male=0, Female=1",total_expenditure ,"months_since_last_purchase, ","number_of_purchases, ",months_since_first_purchase ,,,
3111,user3111,25693,0,119,16,1,16,,,
3112,user3112,25698,1,175,14,1,14,,,
3113,user3113,25721,1,32,8,2,10,,,
3114,user3114,25724,1,218,16,3,30,,,
3115,user3115,25733,0,74,30,1,30,,,
3116,user3116,25734,0,146,10,1,10,,,
3117,user3117,25735,1,398,2,7,20,,,
3118,user3118,25740,0,31,14,1,14,,,
3119,user3119,25751,1,167,4,1,4,,,
3120,user3120,25752,1,479,18,12,78,,,
3121,user3121,25755,1,58,6,2,8,,,
3122,user3122,25777,0,217,12,2,16,,,
3123,user3123,25778,1,295,16,1,16,,,
3124,user3124,25785,1,233,12,2,18,,,
3125,user3125,25789,0,312,10,1,10,,,
3126,user3126,25821,1,210,8,2,10,,,
3127,user3127,25823,1,85,18,1,18,,,
3128,user3128,25824,1,45,18,1,18,,,
3129,user3129,25828,1,267,14,2,22,,,
3130,user3130,25834,0,138,16,2,24,,,
3131,user3131,25857,1,431,14,11,70,,,
3132,user3132,25875,1,145,12,2,16,,,
3133,user3133,25881,0,186,8,8,38,,,
3134,user3134,25897,1,212,14,4,22,,,
3135,user3135,25898,1,30,4,1,4,,,
3136,user3136,25904,0,100,8,1,8,,,
3137,user3137,25911,1,392,8,9,46,,,
3138,user3138,25917,1,215,2,2,8,,,
3139,user3139,25919,1,127,14,2,22,,,
3140,user3140,25923,0,162,12,10,34,,,
3141,user3141,25930,1,223,2,5,12,,,
3142,user3142,25935,0,100,16,6,48,,,
3143,user3143,25940,1,71,36,1,36,,,
3144,user3144,25942,1,49,10,1,10,,,
3145,user3145,25947,1,260,14,2,20,,,
3146,user3146,25948,0,58,10,1,10,,,
3147,user3147,25952,1,282,8,2,16,,,
3148,user3148,25972,1,139,28,2,30,,,
3149,user3149,25979,1,130,30,1,30,,,
3150,user3150,25980,1,145,12,4,24,,,
3151,user3151,25997,1,188,12,1,12,,,
3152,user3152,25999,1,116,28,1,28,,,
3153,user3153,26015,1,208,12,1,12,,,
3154,user3154,26033,1,221,6,1,6,,,
3155,user3155,26038,0,332,4,7,18,,,
3156,user3156,26049,1,107,16,1,16,,,
3157,user3157,26051,1,161,4,2,10,,,
3158,user3158,26052,1,418,8,9,62,,,
3159,user3159,26058,0,347,10,6,40,,,
3160,user3160,26059,1,427,20,10,54,,,
3161,user3161,26063,0,89,16,3,28,,,
3162,user3162,26068,0,19,16,1,16,,,
3163,user3163,26072,1,119,14,2,22,,,
3164,user3164,26081,0,133,12,5,38,,,
3165,user3165,26084,1,114,6,7,36,,,
3166,user3166,26094,1,308,10,1,10,,,
3167,user3167,26096,1,144,4,1,4,,,
3168,user3168,26101,1,173,14,11,66,,,
3169,user3169,26105,0,298,16,2,18,,,
3170,user3170,26120,1,125,16,2,20,,,
3171,user3171,26154,0,62,12,2,20,,,
3172,user3172,26162,0,170,2,2,10,,,
3173,user3173,26167,0,382,8,12,42,,,
3174,user3174,26169,1,95,20,1,20,,,
3175,user3175,26200,1,210,4,11,38,,,
3176,user3176,26203,1,315,26,2,30,,,
3177,user3177,26204,1,199,4,9,42,,,
3178,user3178,26207,1,249,4,7,20,,,
3179,user3179,26208,0,116,10,2,18,,,
3180,user3180,26215,1,302,16,3,34,,,
3181,user3181,26219,0,307,24,2,30,,,
3182,user3182,26221,1,185,12,9,50,,,
3183,user3183,26227,0,195,28,1,28,,,
3184,user3184,26228,1,87,32,2,36,,,
3185,user3185,26242,1,97,28,1,28,,,
3186,user3186,26250,1,275,4,11,40,,,
3187,user3187,26255,1,385,22,11,70,,,
3188,user3188,26259,1,173,16,3,24,,,
3189,user3189,26260,1,74,18,1,18,,,
3190,user3190,26266,0,242,10,11,62,,,
3191,user3191,26267,0,83,6,5,32,,,
3192,user3192,26271,1,84,8,2,14,,,
3193,user3193,26272,1,205,2,1,2,,,
3194,user3194,26274,1,138,10,8,54,,,
3195,user3195,26288,0,399,36,7,74,,,
3196,user3196,26290,1,158,8,3,24,,,
3197,user3197,26295,1,155,32,7,74,,,
3198,user3198,26344,1,127,16,2,18,,,
3199,user3199,26347,0,209,12,8,34,,,
3200,user3200,26348,0,100,24,1,24,,,
3201,user3201,26362,1,157,8,2,12,,,
3202,user3202,26374,1,328,8,2,14,,,
3203,user3203,26378,1,444,8,11,36,,,
3204,user3204,26389,1,298,10,1,10,,,
3205,user3205,26418,1,78,8,3,20,,,
3206,user3206,26422,1,327,16,2,22,,,
3207,user3207,26430,1,219,28,2,34,,,
3208,user3208,26460,1,232,30,1,30,,,
3209,user3209,26468,1,187,8,10,30,,,
3210,user3210,26475,1,156,30,10,56,,,
3211,user3211,26479,0,374,20,6,46,,,
3212,user3212,26482,0,350,4,5,24,,,
3213,user3213,26484,1,49,4,1,4,,,
3214,user3214,26492,0,101,2,2,8,,,
3215,user3215,26493,1,274,30,2,38,,,
3216,user3216,26499,1,93,10,4,26,,,
3217,user3217,26500,1,303,22,2,28,,,
3218,user3218,26506,1,206,36,3,52,,,
3219,user3219,26516,1,39,8,2,10,,,
3220,user3220,26520,1,227,6,9,40,,,
3221,user3221,26522,1,169,28,1,28,,,
3222,user3222,26528,1,99,12,2,18,,,
3223,user3223,26530,1,208,14,6,26,,,
3224,user3224,26547,1,142,4,2,8,,,
3225,user3225,26557,0,128,10,1,10,,,
3226,user3226,26571,1,163,28,1,28,,,
3227,user3227,26572,0,237,16,1,16,,,
3228,user3228,26587,1,210,16,2,20,,,
3229,user3229,26590,1,191,16,9,50,,,
3230,user3230,26592,1,294,12,1,12,,,
3231,user3231,26622,1,290,16,1,16,,,
3232,user3232,26623,1,92,14,2,18,,,
3233,user3233,26628,1,300,10,2,16,,,
3234,user3234,26633,0,335,24,3,30,,,
3235,user3235,26636,1,169,16,1,16,,,
3236,user3236,26648,0,308,2,1,2,,,
3237,user3237,26664,0,71,2,2,6,,,
3238,user3238,26672,1,265,10,2,16,,,
3239,user3239,26674,1,235,6,1,6,,,
3240,user3240,26677,0,229,2,1,2,,,
3241,user3241,26678,1,252,10,8,42,,,
3242,user3242,26685,0,124,16,2,20,,,
3243,user3243,26690,1,158,6,3,24,,,
3244,user3244,26696,0,312,24,12,92,,,
3245,user3245,26701,1,125,14,2,20,,,
3246,user3246,26717,1,126,12,6,42,,,
3247,user3247,26722,1,288,2,6,30,,,
3248,user3248,26734,1,287,2,2,8,,,
3249,user3249,26749,0,160,14,2,22,,,
3250,user3250,26751,0,138,16,1,16,,,
3251,user3251,26762,1,68,14,2,20,,,
3252,user3252,26775,1,134,10,2,12,,,
3253,user3253,26777,0,178,28,2,32,,,
3254,user3254,26782,0,257,4,11,30,,,
3255,user3255,26787,1,102,12,6,36,,,
3256,user3256,26789,0,46,28,1,28,,,
3257,user3257,26807,1,260,16,2,20,,,
3258,user3258,26834,1,353,16,11,52,,,
3259,user3259,26840,1,279,10,1,10,,,
3260,user3260,26842,1,320,16,11,56,,,
3261,user3261,26847,0,148,2,1,2,,,
3262,user3262,26855,0,201,22,10,76,,,
3263,user3263,26860,1,102,36,1,36,,,
3264,user3264,26861,1,52,4,2,6,,,
3265,user3265,26897,1,139,10,2,18,,,
3266,user3266,26905,1,270,4,11,68,,,
3267,user3267,26906,1,364,30,10,84,,,
3268,user3268,26910,1,139,32,3,42,,,
3269,user3269,26942,1,89,4,5,16,,,
3270,user3270,26944,1,256,14,2,20,,,
3271,user3271,26975,1,408,6,8,40,,,
3272,user3272,26980,1,190,8,2,16,,,
3273,user3273,26982,1,260,26,2,32,,,
3274,user3274,26990,0,77,6,2,12,,,
3275,user3275,27004,0,78,10,1,10,,,
3276,user3276,27009,0,154,34,2,40,,,
3277,user3277,27010,1,141,16,3,24,,,
3278,user3278,27018,1,277,12,1,12,,,
3279,user3279,27021,0,293,12,2,16,,,
3280,user3280,27043,1,191,4,1,4,,,
3281,user3281,27059,0,121,36,4,48,,,
3282,user3282,27065,1,193,16,2,20,,,
3283,user3283,27081,0,75,36,5,64,,,
3284,user3284,27086,0,309,36,1,36,,,
3285,user3285,27101,0,180,22,9,42,,,
3286,user3286,27106,1,106,12,2,14,,,
3287,user3287,27112,1,286,10,2,14,,,
3288,user3288,27115,1,125,4,1,4,,,
3289,user3289,27129,1,371,10,10,34,,,
3290,user3290,27135,1,54,4,2,10,,,
3291,user3291,27150,0,36,16,1,16,,,
3292,user3292,27154,1,146,16,7,36,,,
3293,user3293,27158,1,162,2,8,36,,,
3294,user3294,27161,1,109,28,1,28,,,
3295,user3295,27174,0,147,4,1,4,,,
3296,user3296,27190,1,167,14,3,24,,,
3297,user3297,27207,1,109,14,1,14,,,
3298,user3298,27213,1,128,12,1,12,,,
3299,user3299,27225,1,170,14,10,50,,,
3300,user3300,27254,0,235,16,1,16,,,
3301,user3301,27257,1,450,2,12,32,,,
3302,user3302,27261,0,90,14,4,32,,,
3303,user3303,27263,0,132,10,1,10,,,
3304,user3304,27269,1,257,30,1,30,,,
3305,user3305,27271,0,216,16,2,22,,,
3306,user3306,27273,1,170,34,2,40,,,
3307,user3307,27274,0,240,4,2,6,,,
3308,user3308,27278,1,280,34,10,84,,,
3309,user3309,27284,1,138,16,1,16,,,
3310,user3310,27289,1,348,14,10,60,,,
3311,user3311,27298,1,288,10,11,48,,,
3312,user3312,27302,0,288,28,2,34,,,
3313,user3313,27307,1,387,8,7,26,,,
3314,user3314,27310,1,357,8,12,72,,,
3315,user3315,27311,1,118,10,1,10,,,
3316,user3316,27316,1,258,14,1,14,,,
3317,user3317,27338,0,156,10,1,10,,,
3318,user3318,27341,0,225,16,1,16,,,
3319,user3319,27359,0,57,6,1,6,,,
3320,user3320,27377,0,281,6,2,14,,,
3321,user3321,27385,0,149,14,1,14,,,
3322,user3322,27386,0,238,30,10,82,,,
3323,user3323,27388,1,58,12,1,12,,,
3324,user3324,27401,1,61,10,2,14,,,
3325,user3325,27405,1,132,10,2,16,,,
3326,user3326,27406,1,355,16,5,32,,,
3327,user3327,27408,1,109,16,2,18,,,
3328,user3328,27409,1,66,20,1,20,,,
3329,user3329,27424,1,282,26,1,26,,,
3330,user3330,27429,0,259,12,1,12,,,
3331,user3331,27450,1,293,6,12,32,,,
3332,user3332,27452,1,241,14,2,20,,,
3333,user3333,27477,0,442,14,10,60,,,
3334,user3334,27491,0,235,4,2,10,,,
3335,user3335,27500,1,300,10,2,14,,,
3336,user3336,27511,1,277,14,10,72,,,
3337,user3337,27518,0,290,18,6,48,,,
3338,user3338,27520,0,217,14,2,16,,,
3339,user3339,27530,1,230,10,6,34,,,
3340,user3340,27546,1,86,16,2,22,,,
3341,user3341,27555,0,395,34,10,56,,,
3342,user3342,27574,1,167,6,2,10,,,
3343,user3343,27588,1,80,10,2,16,,,
3344,user3344,27593,1,299,12,7,28,,,
3345,user3345,27603,1,227,14,2,18,,,
3346,user3346,27608,0,46,10,1,10,,,
3347,user3347,27616,1,371,16,6,48,,,
3348,user3348,27621,0,285,4,7,18,,,
3349,user3349,27631,0,87,10,1,10,,,
3350,user3350,27632,1,110,12,2,14,,,
3351,user3351,27651,0,71,16,1,16,,,
3352,user3352,27654,1,64,18,3,34,,,
3353,user3353,27677,0,87,10,2,18,,,
3354,user3354,27706,1,254,12,2,18,,,
3355,user3355,27708,1,283,28,5,56,,,
3356,user3356,27712,1,141,4,1,4,,,
3357,user3357,27736,0,235,22,2,24,,,
3358,user3358,27748,1,180,6,1,6,,,
3359,user3359,27750,0,199,18,1,18,,,
3360,user3360,27751,1,309,6,1,6,,,
3361,user3361,27764,0,97,16,2,22,,,
3362,user3362,27766,1,181,10,1,10,,,
3363,user3363,27768,1,100,14,1,14,,,
3364,user3364,27776,1,87,6,2,12,,,
3365,user3365,27790,0,334,8,7,24,,,
3366,user3366,27814,1,252,4,2,6,,,
3367,user3367,27822,1,278,8,1,8,,,
3368,user3368,27831,1,39,10,2,18,,,
3369,user3369,27832,0,26,4,1,4,,,
3370,user3370,27853,1,88,14,1,14,,,
3371,user3371,27857,1,61,6,2,8,,,
3372,user3372,27865,1,242,6,1,6,,,
3373,user3373,27867,1,73,20,1,20,,,
3374,user3374,27871,0,101,8,4,22,,,
3375,user3375,27879,1,342,22,5,46,,,
3376,user3376,27883,1,324,20,2,22,,,
3377,user3377,27886,1,267,16,9,64,,,
3378,user3378,27905,1,231,6,1,6,,,
3379,user3379,27924,0,202,10,4,26,,,
3380,user3380,27941,1,233,8,1,8,,,
3381,user3381,27943,0,174,16,9,60,,,
3382,user3382,27945,1,126,16,1,16,,,
3383,user3383,27967,1,309,8,1,8,,,
3384,user3384,27968,1,54,18,2,22,,,
3385,user3385,27985,1,178,16,2,24,,,
3386,user3386,28011,1,239,10,11,58,,,
3387,user3387,28027,0,117,12,2,18,,,
3388,user3388,28029,1,314,28,1,28,,,
3389,user3389,28035,1,334,16,12,78,,,
3390,user3390,28038,0,151,28,2,34,,,
3391,user3391,28049,0,171,6,11,64,,,
3392,user3392,28061,1,309,24,1,24,,,
3393,user3393,28063,1,103,34,2,36,,,
3394,user3394,28067,1,155,4,4,24,,,
3395,user3395,28084,1,167,10,1,10,,,
3396,user3396,28092,0,304,8,6,28,,,
3397,user3397,28095,1,246,16,12,58,,,
3398,user3398,28113,1,190,2,1,2,,,
3399,user3399,28118,1,273,14,2,16,,,
3400,user3400,28133,1,258,18,8,56,,,
3401,user3401,28136,0,100,14,2,18,,,
3402,user3402,28139,1,422,12,11,46,,,
3403,user3403,28155,0,126,16,1,16,,,
3404,user3404,28168,0,201,8,2,16,,,
3405,user3405,28172,1,256,34,11,92,,,
3406,user3406,28180,1,246,16,8,50,,,
3407,user3407,28189,0,133,8,1,8,,,
3408,user3408,28194,0,66,14,2,18,,,
3409,user3409,28202,1,415,4,10,24,,,
3410,user3410,28203,1,127,8,2,12,,,
3411,user3411,28209,1,350,12,9,46,,,
3412,user3412,28213,0,288,16,11,64,,,
3413,user3413,28221,0,253,6,1,6,,,
3414,user3414,28230,0,180,14,1,14,,,
3415,user3415,28233,1,365,8,6,22,,,
3416,user3416,28241,1,124,6,1,6,,,
3417,user3417,28254,1,113,8,2,14,,,
3418,user3418,28258,0,88,22,2,24,,,
3419,user3419,28273,0,112,24,2,32,,,
3420,user3420,28311,0,190,24,6,46,,,
3421,user3421,28332,1,150,36,2,40,,,
3422,user3422,28336,0,297,2,2,6,,,
3423,user3423,28343,1,96,10,4,22,,,
3424,user3424,28358,1,350,10,11,64,,,
3425,user3425,28362,1,314,10,11,54,,,
3426,user3426,28363,1,380,8,6,34,,,
3427,user3427,28374,0,268,20,7,50,,,
3428,user3428,28376,1,61,12,2,16,,,
3429,user3429,28399,0,174,12,2,16,,,
3430,user3430,28400,1,51,14,1,14,,,
3431,user3431,28401,1,17,12,1,12,,,
3432,user3432,28404,1,173,18,1,18,,,
3433,user3433,28417,1,218,12,2,20,,,
3434,user3434,28446,1,47,34,1,34,,,
3435,user3435,28470,0,310,6,3,12,,,
3436,user3436,28491,1,409,12,10,42,,,
3437,user3437,28493,0,306,18,2,24,,,
3438,user3438,28494,1,91,8,1,8,,,
3439,user3439,28505,0,364,16,8,54,,,
3440,user3440,28522,1,293,12,12,44,,,
3441,user3441,28530,1,256,2,1,2,,,
3442,user3442,28535,1,276,6,3,12,,,
3443,user3443,28548,0,24,12,1,12,,,
3444,user3444,28549,1,148,16,1,16,,,
3445,user3445,28556,1,154,8,2,14,,,
3446,user3446,28558,0,365,14,6,42,,,
3447,user3447,28566,0,205,8,2,10,,,
3448,user3448,28571,1,367,2,12,28,,,
3449,user3449,28573,1,291,22,12,86,,,
3450,user3450,28575,1,240,26,2,32,,,
3451,user3451,28600,0,203,4,4,22,,,
3452,user3452,28630,1,285,8,1,8,,,
3453,user3453,28637,1,244,12,1,12,,,
3454,user3454,28648,1,179,8,2,10,,,
3455,user3455,28663,1,39,32,1,32,,,
3456,user3456,28672,1,126,30,1,30,,,
3457,user3457,28696,1,16,8,1,8,,,
3458,user3458,28720,1,180,16,2,24,,,
3459,user3459,28723,1,215,34,1,34,,,
3460,user3460,28733,1,285,20,1,20,,,
3461,user3461,28738,1,248,12,1,12,,,
3462,user3462,28744,1,128,16,2,22,,,
3463,user3463,28752,1,204,6,2,14,,,
3464,user3464,28755,0,156,16,2,22,,,
3465,user3465,28756,0,354,10,10,60,,,
3466,user3466,28761,1,341,14,8,34,,,
3467,user3467,28771,1,189,34,1,34,,,
3468,user3468,28791,0,213,10,9,56,,,
3469,user3469,28792,1,17,14,1,14,,,
3470,user3470,28797,1,167,10,8,40,,,
3471,user3471,28805,1,102,20,2,28,,,
3472,user3472,28806,1,231,34,2,42,,,
3473,user3473,28811,0,472,8,12,58,,,
3474,user3474,28850,0,117,28,1,28,,,
3475,user3475,28856,1,261,14,8,42,,,
3476,user3476,28866,1,222,32,2,40,,,
3477,user3477,28871,0,53,22,3,32,,,
3478,user3478,28881,0,401,10,9,60,,,
3479,user3479,28887,0,380,8,9,54,,,
3480,user3480,28890,1,125,6,2,12,,,
3481,user3481,28892,1,123,18,7,48,,,
3482,user3482,28909,1,178,20,8,56,,,
3483,user3483,28919,1,90,2,1,2,,,
3484,user3484,28932,1,165,14,1,14,,,
3485,user3485,28950,0,196,14,1,14,,,
3486,user3486,28954,1,219,12,2,16,,,
3487,user3487,28959,1,416,10,11,72,,,
3488,user3488,28965,1,212,8,7,24,,,
3489,user3489,28967,1,360,30,9,74,,,
3490,user3490,28970,1,308,8,1,8,,,
3491,user3491,28975,1,158,12,7,50,,,
3492,user3492,28984,0,186,12,1,12,,,
3493,user3493,28987,1,136,2,8,40,,,
3494,user3494,28992,0,113,8,1,8,,,
3495,user3495,28998,1,136,6,2,10,,,
3496,user3496,29008,1,85,4,1,4,,,
3497,user3497,29012,1,351,2,12,60,,,
3498,user3498,29013,0,59,10,1,10,,,
3499,user3499,29037,0,189,10,7,48,,,
3500,user3500,29059,1,121,4,7,42,,,
3501,user3501,29065,1,317,22,2,30,,,
3502,user3502,29071,0,247,6,1,6,,,
3503,user3503,29074,1,143,14,1,14,,,
3504,user3504,29083,0,337,4,12,36,,,
3505,user3505,29098,0,61,22,1,22,,,
3506,user3506,29103,0,248,10,4,26,,,
3507,user3507,29114,0,404,16,12,54,,,
3508,user3508,29125,1,308,12,1,12,,,
3509,user3509,29131,1,262,14,2,20,,,
3510,user3510,29134,0,256,14,10,64,,,
3511,user3511,29139,1,118,8,2,14,,,
3512,user3512,29144,0,341,24,4,36,,,
3513,user3513,29153,0,228,10,1,10,,,
3514,user3514,29159,0,338,12,7,42,,,
3515,user3515,29161,0,35,22,1,22,,,
3516,user3516,29166,1,428,10,9,48,,,
3517,user3517,29167,1,209,12,7,28,,,
3518,user3518,29199,1,298,10,2,12,,,
3519,user3519,29201,1,304,10,10,46,,,
3520,user3520,29224,1,242,16,1,16,,,
3521,user3521,29240,0,244,10,12,60,,,
3522,user3522,29259,0,290,6,7,26,,,
3523,user3523,29269,1,189,4,2,8,,,
3524,user3524,29275,1,166,10,1,10,,,
3525,user3525,29281,1,207,10,3,18,,,
3526,user3526,29282,1,172,12,1,12,,,
3527,user3527,29284,1,114,12,1,12,,,
3528,user3528,29285,1,74,24,1,24,,,
3529,user3529,29288,1,302,2,1,2,,,
3530,user3530,29325,1,197,16,1,16,,,
3531,user3531,29329,0,200,6,1,6,,,
3532,user3532,29335,1,286,4,2,6,,,
3533,user3533,29347,0,94,12,1,12,,,
3534,user3534,29359,1,229,2,2,8,,,
3535,user3535,29365,1,152,2,2,6,,,
3536,user3536,29379,1,416,6,8,24,,,
3537,user3537,29390,1,184,14,6,46,,,
3538,user3538,29409,1,78,14,1,14,,,
3539,user3539,29411,1,164,2,2,6,,,
3540,user3540,29415,1,70,6,1,6,,,
3541,user3541,29431,1,84,2,2,6,,,
3542,user3542,29433,0,181,18,4,34,,,
3543,user3543,29434,1,174,8,2,14,,,
3544,user3544,29441,1,253,14,11,62,,,
3545,user3545,29445,1,142,14,1,14,,,
3546,user3546,29447,0,60,12,1,12,,,
3547,user3547,29455,1,144,14,2,16,,,
3548,user3548,29459,1,126,4,2,6,,,
3549,user3549,29463,1,49,12,1,12,,,
3550,user3550,29475,1,358,10,8,48,,,
3551,user3551,29484,1,312,30,2,32,,,
3552,user3552,29490,1,152,24,2,26,,,
3553,user3553,29496,0,306,10,3,24,,,
3554,user3554,29501,1,203,14,2,18,,,
3555,user3555,29520,1,82,2,1,2,,,
3556,user3556,29545,1,133,20,6,36,,,
3557,user3557,29548,1,78,14,1,14,,,
3558,user3558,29551,1,363,4,7,20,,,
3559,user3559,29578,1,319,6,2,14,,,
3560,user3560,29588,0,132,12,2,16,,,
3561,user3561,29591,0,188,12,2,18,,,
3562,user3562,29594,0,238,14,2,22,,,
3563,user3563,29597,0,214,36,7,64,,,
3564,user3564,29614,0,107,4,2,10,,,
3565,user3565,29623,1,70,14,4,30,,,
3566,user3566,29624,1,271,14,3,22,,,
3567,user3567,29625,1,266,10,1,10,,,
3568,user3568,29631,0,198,34,1,34,,,
3569,user3569,29632,1,269,20,3,36,,,
3570,user3570,29637,1,231,26,6,42,,,
3571,user3571,29643,1,63,6,2,10,,,
3572,user3572,29661,1,140,16,6,46,,,
3573,user3573,29665,0,354,12,8,36,,,
3574,user3574,29670,0,305,18,1,18,,,
3575,user3575,29689,1,364,16,5,36,,,
3576,user3576,29697,0,229,14,5,32,,,
3577,user3577,29710,1,121,4,6,30,,,
3578,user3578,29714,1,322,10,3,18,,,
3579,user3579,29716,0,271,12,1,12,,,
3580,user3580,29717,1,166,10,4,32,,,
3581,user3581,29727,1,157,2,6,18,,,
3582,user3582,29742,0,257,14,1,14,,,
3583,user3583,29744,1,91,24,6,56,,,
3584,user3584,29759,1,82,8,3,18,,,
3585,user3585,29777,0,32,36,2,38,,,
3586,user3586,29783,1,258,6,1,6,,,
3587,user3587,29790,1,180,8,1,8,,,
3588,user3588,29797,1,69,16,2,24,,,
3589,user3589,29799,0,229,12,1,12,,,
3590,user3590,29804,1,245,30,10,58,,,
3591,user3591,29809,1,278,14,2,18,,,
3592,user3592,29817,1,272,12,4,36,,,
3593,user3593,29818,1,36,14,2,22,,,
3594,user3594,29823,0,295,12,1,12,,,
3595,user3595,29825,1,187,34,2,38,,,
3596,user3596,29829,1,144,10,7,30,,,
3597,user3597,29847,0,208,16,2,20,,,
3598,user3598,29856,1,32,12,1,12,,,
3599,user3599,29876,1,189,4,1,4,,,
3600,user3600,29879,1,278,28,12,86,,,
3601,user3601,29882,1,285,16,1,16,,,
3602,user3602,29892,1,334,4,7,36,,,
3603,user3603,29901,1,251,14,2,20,,,
3604,user3604,29912,0,109,4,2,8,,,
3605,user3605,29922,1,146,30,1,30,,,
3606,user3606,29923,1,314,10,1,10,,,
3607,user3607,29931,1,325,10,2,14,,,
3608,user3608,29945,1,149,24,2,28,,,
3609,user3609,29959,1,382,4,8,40,,,
3610,user3610,29961,1,103,2,1,2,,,
3611,user3611,29962,0,269,10,2,18,,,
3612,user3612,29971,1,271,12,2,18,,,
3613,user3613,29972,0,250,6,2,14,,,
3614,user3614,30004,0,275,26,12,64,,,
3615,user3615,30007,1,144,12,8,34,,,
3616,user3616,30011,1,20,22,1,22,,,
3617,user3617,30021,1,208,2,10,60,,,
3618,user3618,30026,0,288,2,5,16,,,
3619,user3619,30029,0,328,8,12,70,,,
3620,user3620,30030,1,290,16,6,30,,,
3621,user3621,30037,1,75,16,2,22,,,
3622,user3622,30050,1,166,8,1,8,,,
3623,user3623,30052,1,205,6,12,38,,,
3624,user3624,30053,1,229,2,2,8,,,
3625,user3625,30081,1,271,16,1,16,,,
3626,user3626,30083,1,262,8,11,30,,,
3627,user3627,30099,1,319,6,2,14,,,
3628,user3628,30102,0,199,8,2,10,,,
3629,user3629,30108,1,157,2,3,16,,,
3630,user3630,30112,1,40,10,2,16,,,
3631,user3631,30114,1,184,26,8,44,,,
3632,user3632,30151,0,76,12,4,32,,,
3633,user3633,30160,1,308,14,1,14,,,
3634,user3634,30163,1,330,32,8,50,,,
3635,user3635,30171,0,327,10,11,64,,,
3636,user3636,30185,1,171,4,2,6,,,
3637,user3637,30192,1,152,2,2,8,,,
3638,user3638,30203,0,222,16,6,50,,,
3639,user3639,30204,1,294,12,1,12,,,
3640,user3640,30225,1,91,6,1,6,,,
3641,user3641,30226,1,73,8,2,16,,,
3642,user3642,30244,0,123,12,1,12,,,
3643,user3643,30259,1,43,12,1,12,,,
3644,user3644,30262,1,417,12,8,36,,,
3645,user3645,30278,1,164,4,2,8,,,
3646,user3646,30284,1,223,6,2,14,,,
3647,user3647,30293,0,88,4,2,10,,,
3648,user3648,30298,1,77,12,5,36,,,
3649,user3649,30302,1,133,8,7,42,,,
3650,user3650,30306,1,180,16,3,28,,,
3651,user3651,30316,0,225,10,4,30,,,
3652,user3652,30317,0,374,10,8,38,,,
3653,user3653,30351,0,81,12,2,20,,,
3654,user3654,30353,0,44,10,1,10,,,
3655,user3655,30380,0,117,12,2,14,,,
3656,user3656,30381,1,215,6,1,6,,,
3657,user3657,30384,0,100,6,1,6,,,
3658,user3658,30392,1,26,10,1,10,,,
3659,user3659,30425,1,99,26,2,32,,,
3660,user3660,30431,0,57,2,1,2,,,
3661,user3661,30441,0,162,4,2,10,,,
3662,user3662,30442,1,420,16,11,70,,,
3663,user3663,30460,1,110,16,2,24,,,
3664,user3664,30469,1,278,8,9,28,,,
3665,user3665,30489,1,142,22,2,28,,,
3666,user3666,30490,1,207,14,5,40,,,
3667,user3667,30498,1,247,16,1,16,,,
3668,user3668,30503,1,459,16,12,58,,,
3669,user3669,30516,1,199,12,2,18,,,
3670,user3670,30517,0,33,12,1,12,,,
3671,user3671,30520,0,36,4,1,4,,,
3672,user3672,30522,1,138,8,7,44,,,
3673,user3673,30524,0,246,4,2,6,,,
3674,user3674,30547,1,108,8,3,26,,,
3675,user3675,30548,0,146,10,1,10,,,
3676,user3676,30556,1,88,12,2,16,,,
3677,user3677,30557,1,42,10,2,14,,,
3678,user3678,30559,1,135,2,1,2,,,
3679,user3679,30566,0,237,2,8,24,,,
3680,user3680,30578,1,348,14,8,58,,,
3681,user3681,30588,1,156,16,1,16,,,
3682,user3682,30589,1,384,14,8,42,,,
3683,user3683,30590,1,107,12,1,12,,,
3684,user3684,30601,0,167,32,2,34,,,
3685,user3685,30603,0,66,2,2,8,,,
3686,user3686,30609,1,103,10,1,10,,,
3687,user3687,30610,0,259,8,2,10,,,
3688,user3688,30614,1,221,10,5,28,,,
3689,user3689,30616,1,83,14,2,20,,,
3690,user3690,30644,0,49,12,1,12,,,
3691,user3691,30650,0,339,28,4,50,,,
3692,user3692,30659,1,74,14,2,22,,,
3693,user3693,30669,1,212,4,1,4,,,
3694,user3694,30718,0,110,12,1,12,,,
3695,user3695,30727,1,161,30,1,30,,,
3696,user3696,30732,1,161,14,3,26,,,
3697,user3697,30739,0,131,30,4,40,,,
3698,user3698,30753,1,311,12,1,12,,,
3699,user3699,30758,1,105,16,2,24,,,
3700,user3700,30763,1,113,10,2,14,,,
3701,user3701,30783,1,103,18,1,18,,,
3702,user3702,30785,1,287,12,10,44,,,
3703,user3703,30787,1,99,14,3,30,,,
3704,user3704,30788,0,316,34,7,48,,,
3705,user3705,30792,1,249,26,2,28,,,
3706,user3706,30803,1,85,26,2,34,,,
3707,user3707,30807,1,46,12,1,12,,,
3708,user3708,30810,0,221,4,2,8,,,
3709,user3709,30819,0,204,26,2,32,,,
3710,user3710,30827,1,158,6,2,12,,,
3711,user3711,30834,1,326,12,4,28,,,
3712,user3712,30842,1,52,14,2,20,,,
3713,user3713,30877,1,59,8,1,8,,,
3714,user3714,30894,1,153,32,10,58,,,
3715,user3715,30897,1,230,10,1,10,,,
